family_guy_louis_griffin_001_id003605_1000000100000000000000110100.mp3,family-guy-louis-griffin_id000001_100000.mp3
lord_of_the_ring_smeagol_my_precious_001_id003610_1000001100000000000000111000.mp3,lord-of-the-ring-smeagol-my-precious_id000002_100100.mp3
raymond_burr_perry_mason_audio_001_001_id003691_1000001100000000000000110000.mp3,raymond-burr-perry-mason-audio_id000003_100100.mp3
star_wars_yoda_002_id003616_0000100000000000000000000000.mp3,star-wars-yoda_id000004_000000.mp3
simba_lion_king_audio_001_id003363_0010000000000000010100100100.mp3,simba-lion-king-audio_id000005_010000.mp3
steve_harvey_audio_001_001_id003364_1000001100000000000000110010.mp3,steve-harvey-audio_id000006_100100.mp3
beck_loser_1_001_id003593_1000001001000000000000110000.mp3,beck-loser-1_id000007_100100.mp3
barry_fitzgerald_the_quiet_man_001_001_id003669_1000001100000000000000110000.mp3,barry-fitzgerald-the-quiet-man_id000008_100100.mp3
the_beatles_here_comes_the_sun_1_001_id003618_1000001001000000000000110000.mp3,the-beatles-here-comes-the-sun-1_id000009_100100.mp3
beck_loser_2_001_id003594_1000001001000000000000110000.mp3,beck-loser-2_id000010_100100.mp3
bass_guitar_cover_001_id003602_1000001001000000000000110000.mp3,bass-guitar-cover_id000011_100100.mp3
parrot_audio_1_001_id003373_0010000000000000010100010000.mp3,parrot-audio-1_id000012_010000.mp3
clint_eastwood_audio_001_001_id003672_1000001100000000000000110000.mp3,clint-eastwood-audio_id000013_100100.mp3
drum_lick_001_id003603_1000001001000000000000110000.mp3,drum-lick_id000014_100100.mp3
cat_meow_001_id003595_0010000000000000010100100000.mp3,cat-meow_id000015_010000.mp3
family_guy_peter_griffin_laugh_001_id003606_1000001100000000000000110100.mp3,family-guy-peter-griffin-laugh_id000016_100100.mp3
the_beatles_here_comes_the_sun_2_001_id003619_1000001001000000000000110000.mp3,the-beatles-here-comes-the-sun-2_id000017_100100.mp3
nicki_minaj_audio_001.mp3_001_id003365_1000000001000000000000110000.mp3,nicki-minaj-audio_id000018_100000.mp3
dog_howl_001_id003601_0010000000000000010100110000.mp3,dog-howl_id000019_010000.mp3
john_wayne_audio_001_001_id003677_1000001100000000000000110000.mp3,john-wayne-audio_id000020_100100.mp3
maureen_ohara_mclintock_001_001_id003683_1000000100000000000000110000.mp3,maureen-ohara-mclintock_id000021_100000.mp3
